web-scraper-order,web-scraper-start-url,Date,Open,Close*,Empresa
1616360622-23,https://finance.yahoo.com/quote/FB/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Oct 01, 2020",265.35,263.11,Facebook
1616360622-31,https://finance.yahoo.com/quote/FB/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2020",203.44,192.47,Facebook
1616360622-20,https://finance.yahoo.com/quote/FB/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2021",274.78,258.33,Facebook
1616360622-21,https://finance.yahoo.com/quote/FB/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2020",279.16,273.16,Facebook
1616360622-18,https://finance.yahoo.com/quote/FB/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2021",260.82,290.11,Facebook
1616360622-19,https://finance.yahoo.com/quote/FB/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2021",259.52,257.62,Facebook
1616360622-24,https://finance.yahoo.com/quote/FB/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Sep 01, 2020",294.71,261.9,Facebook
1616360622-22,https://finance.yahoo.com/quote/FB/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Nov 01, 2020",264.6,276.97,Facebook
1616360622-30,https://finance.yahoo.com/quote/FB/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2020",194.03,166.8,Facebook
1616360622-28,https://finance.yahoo.com/quote/FB/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"May 01, 2020",201.6,225.09,Facebook
1616360331-527,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2020","1,351.61","1,162.81",Google
1616360331-526,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Apr 01, 2020","1,122.00","1,348.66",Google
1616360331-521,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Sep 01, 2020","1,636.63","1,469.60",Google
1616360331-529,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2020","1,341.55","1,434.23",Google
1616360331-524,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jun 01, 2020","1,418.39","1,413.61",Google
1616360331-517,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2021","1,757.54","1,835.74",Google
1616360331-516,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2021","1,853.57","2,036.86",Google
1616360331-515,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2021","2,056.52","2,043.20",Google
1616360331-522,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Aug 01, 2020","1,486.64","1,634.18",Google
1616360331-523,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jul 01, 2020","1,411.10","1,482.96",Google
1616360331-518,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2020","1,774.37","1,751.88",Google
1616360331-525,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"May 01, 2020","1,328.50","1,428.92",Google
1616360331-528,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2020","1,462.00","1,339.33",Google
1616360331-520,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Oct 01, 2020","1,484.27","1,621.01",Google
1616360331-519,https://finance.yahoo.com/quote/GOOG/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Nov 01, 2020","1,628.16","1,760.74",Google
1616360412-15,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2020",347.24,369.03,Netflix
1616360412-7,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Oct 01, 2020",506.03,475.74,Netflix
1616360412-6,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Nov 01, 2020",478.87,490.7,Netflix
1616360412-2,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2021",545.57,512.18,Netflix
1616360412-12,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"May 01, 2020",415.1,419.73,Netflix
1616360412-3,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2021",536.79,538.85,Netflix
1616360412-9,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Aug 01, 2020",490.86,529.56,Netflix
1616360412-16,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2020",326.1,345.09,Netflix
1616360412-10,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jul 01, 2020",454,488.88,Netflix
1616360412-4,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2021",539,532.39,Netflix
1616360412-8,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Sep 01, 2020",532.6,500.03,Netflix
1616360412-14,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2020",373.11,375.5,Netflix
1616360412-13,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Apr 01, 2020",376.05,419.85,Netflix
1616360412-5,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2020",492.34,540.73,Netflix
1616360412-11,https://finance.yahoo.com/quote/NFLX/history?period1=1577836800&period2=1616284800&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jun 01, 2020",418.83,455.04,Netflix
1616516906-551,https://finance.yahoo.com/quote/MSFT/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2020",170.43,162.01,Microsoft
1616516906-547,https://finance.yahoo.com/quote/MSFT/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"May 01, 2020",175.8,183.25,Microsoft
1616516906-541,https://finance.yahoo.com/quote/MSFT/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Sep 01, 2020",225.51,210.33,Microsoft
1616516906-537,https://finance.yahoo.com/quote/MSFT/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2020",214.51,222.42,Microsoft
1616516906-539,https://finance.yahoo.com/quote/MSFT/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Nov 01, 2020",204.29,214.07,Microsoft
1616516906-540,https://finance.yahoo.com/quote/MSFT/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Oct 01, 2020",213.49,202.47,Microsoft
1616516906-533,https://finance.yahoo.com/quote/MSFT/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2021",235.9,235.99,Microsoft
1616516906-544,https://finance.yahoo.com/quote/MSFT/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jul 01, 2020",203.14,205.01,Microsoft
1616516906-548,https://finance.yahoo.com/quote/MSFT/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Apr 01, 2020",153,179.21,Microsoft
1616516906-536,https://finance.yahoo.com/quote/MSFT/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2021",222.53,231.96,Microsoft
1616516906-552,https://finance.yahoo.com/quote/MSFT/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2020",158.78,170.23,Microsoft
1616516906-535,https://finance.yahoo.com/quote/MSFT/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2021",235.06,232.38,Microsoft
1616516906-543,https://finance.yahoo.com/quote/MSFT/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Aug 01, 2020",211.52,225.53,Microsoft
1616516906-549,https://finance.yahoo.com/quote/MSFT/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2020",165.31,157.71,Microsoft
1616516906-545,https://finance.yahoo.com/quote/MSFT/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jun 01, 2020",182.54,203.51,Microsoft
1616517494-861,https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2021",258.8,237.76,Alibaba
1616517494-870,https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"May 01, 2020",195.75,207.39,Alibaba
1616517494-863,https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2020",265.47,232.73,Alibaba
1616517494-867,https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Aug 01, 2020",254.02,287.03,Alibaba
1616517494-871,https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Apr 01, 2020",189.5,202.67,Alibaba
1616517494-873,https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2020",208.67,208,Alibaba
1616517494-874,https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2020",216.6,206.59,Alibaba
1616517494-860,https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2021",241.05,237.12,Alibaba
1616517494-872,https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2020",208.59,194.48,Alibaba
1616517494-862,https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2021",226.5,253.83,Alibaba
1616517494-864,https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Nov 01, 2020",310.95,263.36,Alibaba
1616517494-865,https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Oct 01, 2020",295.26,304.69,Alibaba
1616517494-869,https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jun 01, 2020",205.9,215.7,Alibaba
1616517494-868,https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jul 01, 2020",215.81,251.02,Alibaba
1616517494-866,https://finance.yahoo.com/quote/BABA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Sep 01, 2020",289.2,293.98,Alibaba
1616521390-1008,https://finance.yahoo.com/quote/TCEHY/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2020",49.65,49.09,Tencent
1616521390-997,https://finance.yahoo.com/quote/TCEHY/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2021",73.88,89.31,Tencent
1616521390-1010,https://finance.yahoo.com/quote/TCEHY/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2020",49.2,47.91,Tencent
1616521390-998,https://finance.yahoo.com/quote/TCEHY/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2020",74.75,71.89,Tencent
1616521390-996,https://finance.yahoo.com/quote/TCEHY/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2021",91.66,87.2,Tencent
1616521390-1001,https://finance.yahoo.com/quote/TCEHY/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Sep 01, 2020",69.73,67.65,Tencent
1616521390-1007,https://finance.yahoo.com/quote/TCEHY/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Apr 01, 2020",48.01,52.62,Tencent
1616521390-1003,https://finance.yahoo.com/quote/TCEHY/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jul 01, 2020",64.15,68.49,Tencent
1616521390-999,https://finance.yahoo.com/quote/TCEHY/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Nov 01, 2020",78.38,73,Tencent
1616521390-995,https://finance.yahoo.com/quote/TCEHY/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2021",89.87,82.77,Tencent
1616521390-1006,https://finance.yahoo.com/quote/TCEHY/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"May 01, 2020",51.49,54.32,Tencent
1616521390-1000,https://finance.yahoo.com/quote/TCEHY/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Oct 01, 2020",68.5,76.34,Tencent
1616521390-1004,https://finance.yahoo.com/quote/TCEHY/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jun 01, 2020",54.82,64,Tencent
1616521390-1009,https://finance.yahoo.com/quote/TCEHY/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2020",48.76,49.65,Tencent
1616521390-1002,https://finance.yahoo.com/quote/TCEHY/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Aug 01, 2020",69.51,68.34,Tencent
1616520921-375,https://finance.yahoo.com/quote/TSLA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Apr 01, 2020",100.8,156.38,Tesla
1616520921-378,https://finance.yahoo.com/quote/TSLA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2020",84.9,130.11,Tesla
1616520921-364,https://finance.yahoo.com/quote/TSLA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2021",814.29,675.5,Tesla
1616520921-374,https://finance.yahoo.com/quote/TSLA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"May 01, 2020",151,167,Tesla
1616520921-365,https://finance.yahoo.com/quote/TSLA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2021",719.46,793.53,Tesla
1616520921-366,https://finance.yahoo.com/quote/TSLA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Dec 01, 2020",597.59,705.67,Tesla
1616520921-373,https://finance.yahoo.com/quote/TSLA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jun 01, 2020",171.6,215.96,Tesla
1616520921-369,https://finance.yahoo.com/quote/TSLA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Sep 01, 2020",502.14,429.01,Tesla
1616520921-372,https://finance.yahoo.com/quote/TSLA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jul 01, 2020",216.6,286.15,Tesla
1616520921-377,https://finance.yahoo.com/quote/TSLA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Feb 01, 2020",134.74,133.6,Tesla
1616520921-363,https://finance.yahoo.com/quote/TSLA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2021",690.11,670,Tesla
1616520921-376,https://finance.yahoo.com/quote/TSLA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2020",142.25,104.8,Tesla
1616520921-371,https://finance.yahoo.com/quote/TSLA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Aug 01, 2020",289.84,498.32,Tesla
1616520921-367,https://finance.yahoo.com/quote/TSLA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Nov 01, 2020",394,567.6,Tesla
1616520921-368,https://finance.yahoo.com/quote/TSLA/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Oct 01, 2020",440.76,388.04,Tesla
1616532253-201,https://finance.yahoo.com/quote/2222.SR/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Mar 01, 2021",34.4,35.55,Saudi Aramco
1616532253-203,https://finance.yahoo.com/quote/2222.SR/history?period1=1577836800&period2=1616457600&interval=1mo&filter=history&frequency=1mo&includeAdjustedClose=true,"Jan 01, 2021",35,34.65,Saudi Aramco
